image_name;image_id;class_name;country_code;count;category_id
c6fe0cba-92d4-11e9-ac1e-000d3a74c7de.jpg;c6fe0cba-92d4-11e9-ac1e-000d3a74c7de;psophia leucoptera;bol;1;1
c6fea8fa-92d4-11e9-a58a-000d3a74c7de.jpg;c6fea8fa-92d4-11e9-a58a-000d3a74c7de;psophia leucoptera;bol;1;1
c6fea8fc-92d4-11e9-8c7a-000d3a74c7de.jpg;c6fea8fc-92d4-11e9-8c7a-000d3a74c7de;psophia leucoptera;bol;1;1
c6fed00c-92d4-11e9-97a0-000d3a74c7de.jpg;c6fed00c-92d4-11e9-97a0-000d3a74c7de;psophia leucoptera;bol;1;1
c6fed00e-92d4-11e9-97d9-000d3a74c7de.jpg;c6fed00e-92d4-11e9-97d9-000d3a74c7de;psophia leucoptera;bol;1;1
c6fed010-92d4-11e9-b4b0-000d3a74c7de.jpg;c6fed010-92d4-11e9-b4b0-000d3a74c7de;psophia leucoptera;bol;1;1
c6fef724-92d4-11e9-8fa8-000d3a74c7de.jpg;c6fef724-92d4-11e9-8fa8-000d3a74c7de;psophia leucoptera;bol;1;1
c6fef726-92d4-11e9-927f-000d3a74c7de.jpg;c6fef726-92d4-11e9-927f-000d3a74c7de;psophia leucoptera;bol;1;1
c6fef728-92d4-11e9-bfe2-000d3a74c7de.jpg;c6fef728-92d4-11e9-bfe2-000d3a74c7de;psophia leucoptera;bol;1;1
c6ff1e46-92d4-11e9-913d-000d3a74c7de.jpg;c6ff1e46-92d4-11e9-913d-000d3a74c7de;psophia leucoptera;bol;1;1
c6ff1e48-92d4-11e9-b4a8-000d3a74c7de.jpg;c6ff1e48-92d4-11e9-b4a8-000d3a74c7de;psophia leucoptera;bol;1;1
c6ff1e4a-92d4-11e9-be2b-000d3a74c7de.jpg;c6ff1e4a-92d4-11e9-be2b-000d3a74c7de;psophia leucoptera;bol;1;1
c6ff1e4c-92d4-11e9-a390-000d3a74c7de.jpg;c6ff1e4c-92d4-11e9-a390-000d3a74c7de;psophia leucoptera;bol;1;1
c6ff4541-92d4-11e9-93c4-000d3a74c7de.jpg;c6ff4541-92d4-11e9-93c4-000d3a74c7de;psophia leucoptera;bol;1;1
c6ff4543-92d4-11e9-982b-000d3a74c7de.jpg;c6ff4543-92d4-11e9-982b-000d3a74c7de;psophia leucoptera;bol;1;1
c6ff4545-92d4-11e9-8a62-000d3a74c7de.jpg;c6ff4545-92d4-11e9-8a62-000d3a74c7de;psophia leucoptera;bol;1;1
c6ff6c52-92d4-11e9-a29e-000d3a74c7de.jpg;c6ff6c52-92d4-11e9-a29e-000d3a74c7de;psophia leucoptera;bol;1;1
